,Airfield,Flight_ID,Sch_Departure,Act_Departure,Time_of_Day,Period_of_Week,Day_of_Week,Month,Season,Year,tot_pass,N,min,mean,median,max,mean_WTL,mean_City_Flag,mode_BFO_Dest_City,sum_city_mode,N_of_Dest_City,mode_BFO_Dest_Country_Code,sum_country_mode,N_of_Dest_Country,Delay_in_Seconds
579,AUC,18673,2028/9/20 8:21,2028/9/20 8:21,2 - MORNING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,18,11,2,5.727272727,4,11,0,0,BORCWL,18,1,BOR,18,1,0
580,AUC,18674,2028/9/20 8:24,2028/9/20 8:24,2 - MORNING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,44,35,1,5.714285714,6,11,0,0,BORQUE,44,1,BOR,44,1,0
581,AUC,18675,2028/9/20 8:36,2028/9/20 8:36,2 - MORNING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,4,4,3,7.75,9,10,0,0,BORCWL,4,1,BOR,4,1,0
582,AUC,18676,2028/9/20 8:36,2028/9/20 8:49,2 - MORNING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,20,17,3,9.117647059,8,16,0,0,BORCWL,20,1,BOR,20,1,780
583,AUC,18677,2028/9/20 8:46,2028/9/20 8:46,2 - MORNING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,37,30,3,8.6,8,17,0,0,BORQUE,37,1,BOR,37,1,0
584,AUC,18678,2028/9/20 9:06,2028/9/20 9:06,2 - MORNING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,27,24,4,8.75,7,17,0,0,VES064,27,1,VES,27,1,0
585,AUC,18679,2028/9/20 9:31,2028/9/20 9:45,2 - MORNING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,11,8,5,9.375,10,14,0,0,BORQUE,11,1,BOR,11,1,840
586,AUC,18680,2028/9/20 9:36,2028/9/20 9:36,2 - MORNING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,24,22,1,9.545454545,9.5,17,0,0,BORCWL,24,1,BOR,24,1,0
587,AUC,18681,2028/9/20 10:06,2028/9/20 10:07,2 - MORNING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,22,20,1,5.15,4.5,12,0,0,NEN003,22,1,NEN,22,1,60
588,AUC,18682,2028/9/20 10:11,2028/9/20 10:11,2 - MORNING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,24,19,1,6.631578947,8,16,0,0,BORCWL,24,1,BOR,24,1,0
589,AUC,18683,2028/9/20 12:01,2028/9/20 12:01,3 - AFTERNOON,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,41,37,1,3.459459459,3,15,0,0,BORQUE,41,1,BOR,41,1,0
590,AUC,18684,2028/9/20 12:06,2028/9/20 12:06,3 - AFTERNOON,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,41,38,1,3.447368421,3,7,0,0,BORQUE,41,1,BOR,41,1,0
591,AUC,18685,2028/9/20 13:07,2028/9/20 13:07,3 - AFTERNOON,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,40,37,1,3.594594595,4,6,0,0,VES033,40,1,VES,40,1,0
592,AUC,18686,2028/9/20 13:37,2028/9/20 13:37,3 - AFTERNOON,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,30,28,1,4,4,6,0,0,BORCWL,30,1,BOR,30,1,0
593,AUC,18687,2028/9/20 13:41,2028/9/20 13:41,3 - AFTERNOON,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,27,23,1,3.434782609,3,6,0,0,VES064,27,1,VES,27,1,0
594,AUC,18688,2028/9/20 14:36,2028/9/20 14:36,3 - AFTERNOON,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,14,12,2,3.166666667,3,5,0,0,BORQUE,14,1,BOR,14,1,0
595,AUC,18689,2028/9/20 14:45,2028/9/20 14:45,3 - AFTERNOON,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,44,39,1,5.153846154,5,10,0,0,BORQUE,44,1,BOR,44,1,0
596,AUC,18690,2028/9/20 15:06,2028/9/20 15:06,3 - AFTERNOON,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,37,34,1,4.205882353,3.5,12,0,0,BORQUE,37,1,BOR,37,1,0
597,AUC,18691,2028/9/20 15:51,2028/9/20 15:58,3 - AFTERNOON,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,34,34,1,3.558823529,2,10,0,0,BORCWL,34,1,BOR,34,1,420
598,AUC,18692,2028/9/20 16:30,2028/9/20 18:01,4 - EVENING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,27,25,1,3.16,3,9,0,0,BORQUE,27,1,BOR,27,1,5460
599,AUC,18693,2028/9/20 17:01,2028/9/20 17:16,3 - AFTERNOON,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,26,26,1,2.346153846,2,4,0,0,BORCWL,26,1,BOR,26,1,900
600,AUC,18694,2028/9/20 17:12,2028/9/20 17:16,3 - AFTERNOON,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,45,45,1,2.6,2,8,0,0,VES033,45,1,VES,45,1,240
601,AUC,18695,2028/9/20 18:21,2028/9/20 18:45,4 - EVENING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,24,22,1,2.318181818,2,4,0,0,NEN003,24,1,NEN,24,1,1440
602,AUC,18696,2028/9/20 18:37,2028/9/20 18:37,4 - EVENING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,47,45,1,2.6,2,5,0,0,BORQUE,47,1,BOR,47,1,0
603,AUC,18697,2028/9/20 19:11,2028/9/20 19:31,4 - EVENING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,15,14,1,2.928571429,2.5,6,0,0,BORQUE,15,1,BOR,15,1,1200
604,AUC,18698,2028/9/20 19:19,2028/9/20 19:19,4 - EVENING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,24,23,1,3.782608696,4,7,0,0,BORQUE,24,1,BOR,24,1,0
605,AUC,18699,2028/9/20 19:19,2028/9/20 20:11,4 - EVENING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,28,28,1,4.714285714,5,7,0,0,BORCWL,28,1,BOR,28,1,3120
606,AUC,18700,2028/9/20 19:45,2028/9/20 19:45,4 - EVENING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,46,41,1,4.12195122,4,9,0,0,VES033,46,1,VES,46,1,0
607,AUC,18701,2028/9/20 20:01,2028/9/20 20:12,4 - EVENING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,40,35,2,3.828571429,4,7,0,0,BORCWL,40,1,BOR,40,1,660
608,AUC,18702,2028/9/20 20:06,2028/9/20 20:06,4 - EVENING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,27,25,1,3.76,4,8,0,0,VES064,27,1,VES,27,1,0
609,AUC,18703,2028/9/20 20:26,2028/9/20 20:26,4 - EVENING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,27,24,1,2.416666667,2,6,0,0,BORQUE,27,1,BOR,27,1,0
610,AUC,18704,2028/9/20 21:10,2028/9/20 22:51,4 - EVENING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,10,9,1,2.222222222,2,4,0,0,BORQUE,10,1,BOR,10,1,6060
611,AUC,18705,2028/9/20 21:41,2028/9/20 21:41,4 - EVENING,1 - WEEKDAY,3 - WED,9-Sep,3 - SUMMER,2028,33,31,1,2.193548387,2,10,0,0,BORQUE,33,1,BOR,33,1,0
612,AUC,18706,2028/9/21 8:06,2028/9/21 8:06,2 - MORNING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,55,38,7,23.15789474,24.5,33,0,0,BORQUE,55,1,BOR,55,1,0
613,AUC,18707,2028/9/21 8:13,2028/9/21 8:13,2 - MORNING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,35,29,4,22.06896552,23,34,0,0,VES033,35,1,VES,35,1,0
614,AUC,18708,2028/9/21 8:21,2028/9/21 8:21,2 - MORNING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,28,22,12,23.18181818,25,31,0,0,BORCWL,28,1,BOR,28,1,0
615,AUC,18709,2028/9/21 8:24,2028/9/21 8:24,2 - MORNING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,43,37,4,20.18918919,23,33,0,0,BORQUE,43,1,BOR,43,1,0
616,AUC,18710,2028/9/21 8:36,2028/9/21 8:36,2 - MORNING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,2,2,10,14,14,18,0,0,BORCWL,2,1,BOR,2,1,0
617,AUC,18711,2028/9/21 8:36,2028/9/21 8:46,2 - MORNING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,41,34,14,23,23,33,0,0,BORCWL,41,1,BOR,41,1,600
618,AUC,18712,2028/9/21 8:46,2028/9/22 12:36,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,34,31,15,22.29032258,23,31,0,0,BORQUE,34,1,BOR,34,1,100200
619,AUC,18713,2028/9/21 9:06,2028/9/21 9:06,2 - MORNING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,22,20,3,17.95,20.5,26,0,0,VES064,22,1,VES,22,1,0
620,AUC,18714,2028/9/21 9:36,2028/9/21 9:36,2 - MORNING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,35,33,1,10.72727273,5,27,0,0,BORCWL,35,1,BOR,35,1,0
621,AUC,18715,2028/9/21 10:06,2028/9/21 10:06,2 - MORNING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,17,15,2,5.4,4,16,0,0,NEN003,17,1,NEN,17,1,0
622,AUC,18716,2028/9/21 10:11,2028/9/21 10:11,2 - MORNING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,41,40,2,5.125,5,11,0,0,BORCWL,41,1,BOR,41,1,0
623,AUC,18717,2028/9/21 12:01,2028/9/21 12:01,3 - AFTERNOON,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,43,42,1,3.69047619,3,8,0,0,BORQUE,43,1,BOR,43,1,0
624,AUC,18718,2028/9/21 12:06,2028/9/21 12:06,3 - AFTERNOON,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,44,40,1,4.7,4.5,11,0,0,BORQUE,44,1,BOR,44,1,0
625,AUC,18719,2028/9/21 13:07,2028/9/21 13:36,3 - AFTERNOON,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,47,44,1,5.318181818,4,28,0,0,VES033,47,1,VES,47,1,1740
626,AUC,18720,2028/9/21 13:37,2028/9/21 14:01,3 - AFTERNOON,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,38,36,2,7.111111111,7,12,0,0,BORCWL,38,1,BOR,38,1,1440
627,AUC,18721,2028/9/21 13:41,2028/9/21 13:41,3 - AFTERNOON,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,23,19,1,6,7,11,0,0,VES064,23,1,VES,23,1,0
628,AUC,18722,2028/9/21 14:36,2028/9/21 14:36,3 - AFTERNOON,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,13,12,2,6.666666667,7.5,11,0,0,BORQUE,13,1,BOR,13,1,0
629,AUC,18723,2028/9/21 14:45,2028/9/21 14:45,3 - AFTERNOON,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,40,36,1,4.472222222,3,11,0,0,BORQUE,40,1,BOR,40,1,0
630,AUC,18724,2028/9/21 15:06,2028/9/21 15:06,3 - AFTERNOON,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,40,38,1,4.394736842,4,11,0,0,BORQUE,40,1,BOR,40,1,0
631,AUC,18725,2028/9/21 15:51,2028/9/21 16:02,3 - AFTERNOON,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,48,44,1,6.613636364,6.5,15,0,0,BORCWL,48,1,BOR,48,1,660
632,AUC,18726,2028/9/21 16:30,2028/9/21 16:30,3 - AFTERNOON,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,49,47,3,9.744680851,9,21,0,0,BORQUE,49,1,BOR,49,1,0
633,AUC,18727,2028/9/21 17:01,2028/9/21 17:01,3 - AFTERNOON,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,43,43,2,10.18604651,10,20,0,0,BORCWL,43,1,BOR,43,1,0
634,AUC,18728,2028/9/21 17:12,2028/9/21 17:12,3 - AFTERNOON,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,39,37,3,8.027027027,6,20,0,0,VES033,39,1,VES,39,1,0
635,AUC,18729,2028/9/21 18:21,2028/9/21 18:25,4 - EVENING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,19,16,2,9.875,7,21,0,0,NEN003,19,1,NEN,19,1,240
636,AUC,18730,2028/9/21 18:37,2028/9/21 18:37,4 - EVENING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,44,43,1,5.255813953,6,10,0,0,BORQUE,44,1,BOR,44,1,0
637,AUC,18731,2028/9/21 19:11,2028/9/21 19:13,4 - EVENING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,10,9,3,8.888888889,7,22,0,0,BORQUE,10,1,BOR,10,1,120
638,AUC,18732,2028/9/21 19:19,2028/9/21 19:19,4 - EVENING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,31,27,3,8.259259259,8,14,0,0,BORCWL,31,1,BOR,31,1,0
639,AUC,18733,2028/9/21 19:19,2028/9/21 19:41,4 - EVENING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,22,22,1,8.727272727,8,18,0,0,BORQUE,22,1,BOR,22,1,1320
640,AUC,18734,2028/9/21 19:45,2028/9/21 19:45,4 - EVENING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,25,23,3,9.652173913,8,18,0,0,VES033,25,1,VES,25,1,0
641,AUC,18735,2028/9/21 20:01,2028/9/21 20:24,4 - EVENING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,42,42,6,14.04761905,15.5,21,0,0,BORCWL,42,1,BOR,42,1,1380
642,AUC,18736,2028/9/21 20:06,2028/9/21 20:06,4 - EVENING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,31,27,1,10.66666667,11,18,0,0,VES064,31,1,VES,31,1,0
643,AUC,18737,2028/9/21 20:26,2028/9/21 20:26,4 - EVENING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,26,25,4,13.16,13,21,0,0,BORQUE,26,1,BOR,26,1,0
644,AUC,18738,2028/9/21 21:10,2028/9/21 21:10,4 - EVENING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,32,30,1,6.3,6,17,0,0,BORQUE,32,1,BOR,32,1,0
645,AUC,18739,2028/9/21 21:41,2028/9/21 21:51,4 - EVENING,1 - WEEKDAY,4 - THU,9-Sep,3 - SUMMER,2028,40,37,1,4.351351351,4,20,0,0,BORQUE,38,2,BOR,38,2,600
646,AUC,18740,2028/9/22 8:06,2028/9/22 8:06,2 - MORNING,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,43,41,2,6.195121951,7,10,0,0,BORQUE,43,1,BOR,43,1,0
647,AUC,18741,2028/9/22 8:13,2028/9/22 8:13,2 - MORNING,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,27,25,2,4.68,4,11,0,0,VES033,27,1,VES,27,1,0
648,AUC,18742,2028/9/22 8:36,2028/9/22 12:01,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,21,20,1,3.75,3,11,0,0,BORCWL,21,1,BOR,21,1,12300
649,AUC,18743,2028/9/22 8:46,2028/9/22 12:21,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,28,25,1,2.96,3,6,0,0,BORQUE,28,1,BOR,28,1,12900
650,AUC,18744,2028/9/22 9:31,2028/9/22 9:35,2 - MORNING,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,9,9,1,2.111111111,2,3,0,0,BORQUE,9,1,BOR,9,1,240
651,AUC,18745,2028/9/22 10:06,2028/9/22 10:24,2 - MORNING,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,23,19,1,2.157894737,2,4,0,0,NEN003,23,1,NEN,23,1,1080
652,AUC,18746,2028/9/22 12:04,2028/9/22 12:04,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,42,42,1,4.30952381,4,10,0,0,BORQUE,42,1,BOR,42,1,0
653,AUC,18747,2028/9/22 13:10,2028/9/22 13:10,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,42,39,1,3.153846154,3,6,0,0,VES033,42,1,VES,42,1,0
654,AUC,18748,2028/9/22 13:41,2028/9/22 13:41,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,42,40,1,3.375,3.5,8,0,0,VES064,42,1,VES,42,1,0
655,AUC,18749,2028/9/22 14:36,2028/9/22 14:36,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,40,37,3,5.486486486,5,11,0,0,BORQUE,40,1,BOR,40,1,0
656,AUC,18750,2028/9/22 14:38,2028/9/22 14:38,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,47,43,2,4.279069767,4,8,0,0,BORQUE,47,1,BOR,47,1,0
657,AUC,18751,2028/9/22 15:06,2028/9/22 15:06,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,27,25,2,4.2,4,8,0,0,BORQUE,27,1,BOR,27,1,0
658,AUC,18752,2028/9/22 15:51,2028/9/22 16:20,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,36,35,1,4.228571429,4,10,0,0,BORCWL,36,1,BOR,36,1,1740
659,AUC,18753,2028/9/22 16:06,2028/9/22 16:06,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,41,39,1,4.333333333,4,9,0,0,BORCWL,41,1,BOR,41,1,0
660,AUC,18754,2028/9/22 16:30,2028/9/22 16:30,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,47,46,1,4.217391304,4,10,0,0,BORQUE,47,1,BOR,47,1,0
661,AUC,18755,2028/9/22 17:12,2028/9/22 17:12,3 - AFTERNOON,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,43,41,1,3.926829268,4,7,0,0,VES033,43,1,VES,43,1,0
662,AUC,18756,2028/9/22 19:11,2028/9/22 19:11,4 - EVENING,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,18,17,1,1.705882353,2,3,0,0,BORQUE,16,2,BOR,16,2,0
663,AUC,18757,2028/9/22 19:43,2028/9/22 19:43,4 - EVENING,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,6,6,1,1.666666667,1.5,3,0,0,VES033,6,1,VES,6,1,0
664,AUC,18758,2028/9/22 20:26,2028/9/22 20:26,4 - EVENING,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,13,13,1,2,2,4,0,0,BORQUE,13,1,BOR,13,1,0
665,AUC,18759,2028/9/22 21:39,2028/9/22 21:39,4 - EVENING,1 - WEEKDAY,5 - FRI,9-Sep,3 - SUMMER,2028,14,13,1,1.384615385,1,2,0,0,BORQUE,14,1,BOR,14,1,0
666,AUC,18760,2028/9/23 8:06,2028/9/23 8:06,2 - MORNING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,43,37,2,4.891891892,4,11,0,0,BORQUE,43,1,BOR,43,1,0
667,AUC,18761,2028/9/23 8:13,2028/9/23 8:13,2 - MORNING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,19,17,1,4.411764706,4,7,0,0,VES033,19,1,VES,19,1,0
668,AUC,18762,2028/9/23 8:46,2028/9/23 8:46,2 - MORNING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,29,28,2,4.821428571,5,7,0,0,BORQUE,29,1,BOR,29,1,0
669,AUC,18763,2028/9/23 9:06,2028/9/23 9:06,2 - MORNING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,28,24,1,4.333333333,4,9,0,0,VES064,28,1,VES,28,1,0
670,AUC,18764,2028/9/23 9:31,2028/9/23 9:47,2 - MORNING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,9,8,2,6.75,5,13,0,0,BORQUE,9,1,BOR,9,1,960
671,AUC,18765,2028/9/23 9:36,2028/9/23 9:36,2 - MORNING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,18,17,4,6.117647059,6,10,0,0,BORCWL,18,1,BOR,18,1,0
672,AUC,18766,2028/9/23 9:36,2028/9/23 9:52,2 - MORNING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,26,24,1,5.458333333,5.5,11,0,0,BORCWL,26,1,BOR,26,1,960
673,AUC,18767,2028/9/23 9:59,2028/9/23 9:59,2 - MORNING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,44,43,2,8.162790698,8,12,0,0,BORQUE,44,1,BOR,44,1,0
674,AUC,18768,2028/9/23 10:11,2028/9/23 10:11,2 - MORNING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,32,32,2,6.21875,6.5,13,0,0,BORCWL,32,1,BOR,32,1,0
675,AUC,18769,2028/9/23 12:05,2028/9/23 12:05,3 - AFTERNOON,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,38,37,1,3.108108108,3,6,0,0,BORQUE,35,2,BOR,35,2,0
676,AUC,18770,2028/9/23 13:07,2028/9/23 13:07,3 - AFTERNOON,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,30,29,1,3.827586207,2,10,0,0,VES033,30,1,VES,30,1,0
677,AUC,18771,2028/9/23 13:37,2028/9/23 13:37,3 - AFTERNOON,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,29,26,1,4.192307692,3.5,9,0,0,BORCWL,29,1,BOR,29,1,0
678,AUC,18772,2028/9/23 13:41,2028/9/23 13:41,3 - AFTERNOON,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,27,23,1,3.695652174,3,7,0,0,VES064,27,1,VES,27,1,0
679,AUC,18773,2028/9/23 14:36,2028/9/23 14:36,3 - AFTERNOON,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,27,23,2,4.695652174,4,9,0,0,BORQUE,27,1,BOR,27,1,0
680,AUC,18774,2028/9/23 14:42,2028/9/23 14:42,3 - AFTERNOON,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,39,38,1,4.342105263,3,12,0,0,BORQUE,39,1,BOR,39,1,0
681,AUC,18775,2028/9/23 15:06,2028/9/23 15:06,3 - AFTERNOON,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,27,23,1,3.173913043,3,8,0,0,BORQUE,27,1,BOR,27,1,0
682,AUC,18776,2028/9/23 15:51,2028/9/23 15:57,3 - AFTERNOON,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,24,20,1,2.35,2,4,0,0,BORCWL,24,1,BOR,24,1,360
683,AUC,18777,2028/9/23 16:32,2028/9/23 16:32,3 - AFTERNOON,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,43,40,1,2.775,3,6,0,0,BORQUE,43,1,BOR,43,1,0
684,AUC,18778,2028/9/23 17:01,2028/9/23 17:01,3 - AFTERNOON,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,43,40,1,4.225,4,10,0,0,BORCWL,43,1,BOR,43,1,0
685,AUC,18779,2028/9/23 17:11,2028/9/23 17:36,3 - AFTERNOON,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,41,39,1,4.307692308,4,8,0,0,VES033,41,1,VES,41,1,1500
686,AUC,18780,2028/9/23 18:21,2028/9/23 18:29,4 - EVENING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,18,17,1,2.529411765,2,5,0,0,NEN003,18,1,NEN,18,1,480
687,AUC,18781,2028/9/23 19:00,2028/9/23 19:00,4 - EVENING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,41,40,1,3.5,3,8,0,0,BORQUE,41,1,BOR,41,1,0
688,AUC,18782,2028/9/23 19:11,2028/9/23 19:11,4 - EVENING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,31,31,1,4.064516129,3,9,0,0,BORQUE,31,1,BOR,31,1,0
689,AUC,18783,2028/9/23 19:19,2028/9/23 19:19,4 - EVENING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,42,40,1,3.675,3.5,8,0,0,BORCWL,24,2,BOR,42,1,0
690,AUC,18784,2028/9/23 19:40,2028/9/23 19:40,4 - EVENING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,22,21,1,2.857142857,3,8,0,0,VES033,22,1,VES,22,1,0
691,AUC,18785,2028/9/23 20:01,2028/9/23 20:24,4 - EVENING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,42,38,2,4.210526316,4,8,0,0,BORCWL,42,1,BOR,42,1,1380
692,AUC,18786,2028/9/23 20:06,2028/9/23 20:06,4 - EVENING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,29,28,1,5.357142857,5,8,0,0,VES064,29,1,VES,29,1,0
693,AUC,18787,2028/9/23 20:26,2028/9/23 20:26,4 - EVENING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,24,23,2,3.52173913,3,6,0,0,BORQUE,24,1,BOR,24,1,0
694,AUC,18788,2028/9/23 21:09,2028/9/23 21:09,4 - EVENING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,28,25,1,2.44,2,7,0,0,BORQUE,28,1,BOR,28,1,0
695,AUC,18789,2028/9/23 21:41,2028/9/23 21:41,4 - EVENING,2 - WEEKEND,6 - SAT,9-Sep,3 - SUMMER,2028,42,42,1,2.119047619,2,5,0,0,BORQUE,42,1,BOR,42,1,0
696,AUC,18790,2028/9/24 8:06,2028/9/24 8:06,2 - MORNING,2 - WEEKEND,7 - SUN,9-Sep,3 - SUMMER,2028,34,28,3,10.46428571,9,20,0,0,BORQUE,34,1,BOR,34,1,0
697,AUC,18791,2028/9/24 8:13,2028/9/24 8:13,2 - MORNING,2 - WEEKEND,7 - SUN,9-Sep,3 - SUMMER,2028,26,24,3,7.791666667,5.5,20,0,0,VES033,26,1,VES,26,1,0
698,AUC,18792,2028/9/24 8:21,2028/9/24 8:21,2 - MORNING,2 - WEEKEND,7 - SUN,9-Sep,3 - SUMMER,2028,10,9,3,7.666666667,5,18,0,0,BORCWL,10,1,BOR,10,1,0
